what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978319618
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978321558
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.print",1370978321563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978323559
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978327157
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978327640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978336885
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978380401
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978380423
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978429694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978429815
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1370978432145
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978433485
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978436243
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1370978454179
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1370978454486
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1370978501751
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1370978513177
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1370978523912
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1370978528075
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1370978531281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1370978533596
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1370978535027
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978535969
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978537135
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978537832
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978539703
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1370978541519
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978627801
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978627831
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1370978630241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978635833
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978689236
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1370978721186
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1370978721291
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1370978721527
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1370978721876
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1370978742663
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1370978777780
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1370978778711
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1370978778917
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1370978779121
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1370978779300
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1370978783474
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1370978785560
error,log,,,"Internal Error",1370978789745
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1370978795764
error,log,,,"Internal Error",1370978799149
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1370978847034
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1370978847659
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1370978849419
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1370978867951
error,log,,,"Internal Error",1370978871302
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1370978907547
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978910877
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978919236
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1370978921815
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1370978935919
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978937152
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978950756
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1370978952231
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1370978961986
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978963637
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370978972325
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1370978973349
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1370979024823
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370979026941
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370979078140
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1370979082374
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1370979082994
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1370979083939
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1370979090193
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370979096976
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370979097121
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1370979104882
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370979106211
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370979116213
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1370979118612
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1370979120403
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1370979142801
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370979144154
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370979184013
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370979186504
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1370979218138
